Pred	Coding.Potential	ORF.Max.Len	ORF.Max.Cov	Seq.lnc.Dist	Seq.pct.Dist	Seq.Dist.Ratio	Signal.Peak	SNR	Signal.Min	Signal.Q1	Signal.Q2	Signal.Max
4930414F18Rik	Coding	0.950857508582984	1419	0.855334538878843	-5.80755063052499	-5.04399264741693	1.15137967806101	4.34367003	0.179440168959719	1.85830816411122	2.23282563814663	2.44639704351223	6.86287243001836
Slc25a12	Coding	0.96635264086958	2034	0.69562243502052	-3.56588029841405	-3.21053450429085	1.1106811945638	22.6868230032901	0.533587441271395	3.23858359797389	3.68923643057655	4.29117390099695	22.6868230032901
ASPSCR1	Coding	0.968166242615735	1944	0.908411214953271	-4.01183289106883	-3.68652904251759	1.08824122766956	22.4224652898662	0.759282635355881	2.80465221031582	3.26458152093285	3.65324618065338	22.4224652898662
DLEU2L	NonCoding	9.99999999473644e-08	108	0.0651780325890163	-111.655702947073	-100.55493664899	1.11039504044274	2.94058878736398	0.115826227415724	1.38683913956694	1.58292044951329	1.8155496131654	3.59606194895399
Snhg1	NonCoding	9.99999999473644e-08	126	0.264705882352941	-94.5178545454831	-85.0252231840353	1.11164488614045	0.340674010371073	0.0492125229321124	0.501655121394356	0.550591038457417	0.650746160988345	1.23122920692063
SNHG3	NonCoding	0.00157309257500904	303	0.135388739946381	-36.3780581100667	-32.3607281223275	1.12414213835218	1.11646952854362	0.0342998271922819	2.49677972661436	2.78226847352913	3.24921403797561	11.4937197559949
LINC00467	NonCoding	0.0289530307105808	285	0.357590966122961	-39.4449264356593	-35.3696021716404	1.11522109421085	0.179107200250695	0.0154907239501439	0.795202486117386	0.976992601375472	1.18598874487858	2.16465521883212
SNHG7	NonCoding	0.000253886038070528	240	0.110294117647059	-47.2211838314785	-42.2553541224055	1.11751953834508	3.51156592994869	0.117150854773393	2.98376202934148	3.26858831928229	3.73336014846567	14.0524016107471
MAFG-AS1	Coding	0.612979312418611	525	0.274294670846395	-19.4354572792673	-17.350325012632	1.12017828283431	0.866605635523817	0.0323053579139599	2.47217713606661	2.69925644182683	3.12745311013674	10.0545486461936
LOC93622	Coding	0.995827615676207	360	0.213270142180095	-30.4244039866212	-27.7294792276842	1.09718627374172	6.75500626931747	0.287873118317775	2.21098641228199	2.43340901712288	2.94299668467954	15.4538917149191
Loxl2	Coding	0.97319006704327	2331	0.44947936752796	-3.08311288756414	-2.83540712452539	1.08736162115704	29.7362616799782	0.396114832755379	6.01168802935946	6.63562274368811	7.76474244196182	49.7440656759563
CASP8AP2	Coding	0.953773830525436	5949	0.87717487466824	-0.93775014774894	-0.719960646692014	1.30250195209641	167.309753014724	1.662475740394	6.30511040886523	7.22299316763788	8.5604182729169	167.309753014724
AB048287	NonCoding	0.00306781579100324	222	0.225152129817444	-52.4635321371016	-47.2499650320583	1.11034012620974	1.93423332727095	0.13552184011877	1.17562792188906	1.30559185139535	1.59281544155796	6.95194692639646
Alpha-250	NonCoding	0.113091296134037	24	0.0827586206896552	-577.129462558592	-522.713862989958	1.10410207844379	0.243182206715262	0.0582619918223988	0.348855572669889	0.398605452025308	0.464270564919157	0.902896582005641
AJ409505	NonCoding	9.99999999473644e-08	114	0.381270903010033	-105.523735468799	-94.845879434169	1.11258112738616	0.237092134118964	0.0513875732820835	0.239461934574986	0.255451104593789	0.270123348878532	0.591939658104524
AK006751	NonCoding	9.99999999473644e-08	90	0.301003344481605	-134.838919245566	-121.814798052717	1.1069173975662	0.431360907673842	0.102083001842858	0.409041050800358	0.463212084804758	0.552159844814097	0.841321675299226
AK013702	NonCoding	0.00453355557501289	261	0.383259911894273	-42.9606382378098	-38.4157128930147	1.11830901999534	0.718673585169401	0.0710223749248824	0.711470190194546	0.7626107869782	0.874046193495251	1.84308132720672
AK015332	NonCoding	9.99999999473644e-08	111	0.0909090909090909	-108.465318717744	-97.561060824917	1.11176854577664	1.21125946227191	0.0674671953189685	1.34207876152639	1.61769620131736	1.80530834448374	4.53924131963303
AK016846	NonCoding	0.0323167466334657	309	0.196690006365372	-35.6225155643272	-31.7319825731815	1.12260604839843	3.56383625500481	0.153630533158931	1.59029977819651	1.80027611830701	2.03971683512777	4.67287733922365
AK020545	NonCoding	3.31867826375287e-06	171	0.21007371007371	-68.2211255508227	-61.2609052531174	1.11361602099981	0.829681790682319	0.0674781238946885	0.808925721433292	0.952306875968411	1.08308921590057	1.78055349506312
AK021084	NonCoding	2.06804237401492e-07	174	0.257016248153619	-67.6704912075622	-60.5306314361697	1.11795449018108	0.393275551866505	0.0382801785705753	0.67718043837537	0.769250706471418	0.882354231639454	1.61965520630975
AK028006	NonCoding	7.83544124027813e-07	150	0.0855188141391106	-78.4319538773296	-70.4139767963687	1.11386911300505	1.6735853322033	0.0628951619618997	1.46535882084779	1.71638110016467	1.98041416602326	4.86912093038872
AK029643	NonCoding	9.99999999473644e-08	123	0.197749196141479	-96.9653746325721	-87.0906753057496	1.11338411709584	0.232079768774357	0.0255682206432596	0.608419736404173	0.690575304901058	0.835568870071355	1.83318047992146
AK031372	NonCoding	0.000626039254942756	228	0.0936344969199179	-50.0759092301692	-44.8237775296039	1.11717289327292	1.21331546692948	0.0324333398157169	1.89802566603899	2.17409740295507	2.51623978945568	9.82419836673048
AK032198	NonCoding	2.03905444662311e-06	171	0.057	-68.1518235879242	-61.0304119515517	1.11668627834309	3.44213342168631	0.0763567428494814	2.76734624754296	3.11556072718929	3.62851234910777	17.9584714720719
AK032433	NonCoding	0.000162226926214815	222	0.0576473643209556	-51.4575479331111	-45.9361325319592	1.12019765480497	6.8259052959007	0.115666446528599	3.39993452043557	3.75839184069988	4.29705815596914	14.0444487228078
AK032710	NonCoding	0.00595592197834294	279	0.10072202166065	-40.0229458612981	-35.7831695389078	1.11848520902488	5.95485503695619	0.14674289864715	3.0010345371754	3.40674743493326	3.86877184344982	12.7169101564641
AK032810	NonCoding	0.0684578198920363	375	0.136165577342048	-28.8242378277667	-25.6461686518553	1.12391984233799	2.10976893992115	0.0512493883595243	2.67933465509038	3.00818456914035	3.50112832545394	9.07947406475316
AK032971	NonCoding	5.0455703267116e-05	207	0.166131621187801	-55.4065173351645	-49.6438021243876	1.11608126219538	1.40395928764848	0.0784702027596753	1.53304616793961	1.73219967656898	2.03543762995153	4.95754096457297
AK033546	NonCoding	0.000108981670675412	198	0.0889487870619946	-58.0572086751859	-52.1292658725143	1.11371621494093	2.01326463295873	0.0608148179124105	2.29507238880933	2.58451363935421	2.95208960374071	8.8735818734348
AK033881	NonCoding	5.00355184653856e-05	171	0.0430947580645161	-68.1552555772943	-61.3259085108789	1.11136153107628	3.91586434823493	0.0652851264869983	3.57501991454843	4.16933748606713	4.87334273486653	12.9746903994639
AK034929	NonCoding	9.99999999473644e-08	138	0.0706243602865916	-86.0457664604743	-77.1705751729195	1.11500745287524	0.985632991907241	0.033810530502197	1.83011505995911	2.07923820222796	2.48876662621119	4.77325869747771
AK035021	NonCoding	0.000324531348767976	240	0.0769230769230769	-47.4632108433197	-42.3858959193918	1.11978784012455	4.35912913	0.0955691670660439	3.43572607828559	3.72504203043388	4.4190170162621	11.4439525967835
AK035820	NonCoding	0.0037283716292198	318	0.0987884436160298	-34.5117959678625	-30.6588025242857	1.12567331814492	1.88634348931845	0.0401073136176293	3.42734363338163	3.76431657740348	4.4928330022207	10.7917566068122
AK038908	NonCoding	5.0540975726765e-06	186	0.0817941952506596	-62.1681677196963	-55.6131586736466	1.11786795072217	1.53475367140855	0.0453646383038557	2.36562735451737	2.59150003478634	3.00209946678469	6.25921447998343
AK039415	NonCoding	0.00182404166983274	252	0.0891404315528829	-44.9327118767549	-40.25096700516	1.11631384833549	1.58387355045867	0.0375969824847445	2.74637563397423	3.05384117664139	3.50320564935986	17.8453265156784
AK039687	NonCoding	0.000116473890367286	216	0.116004296455424	-52.7885266343613	-47.1075464017082	1.12059596957584	4.04008687240177	0.141169011957729	1.64751000398448	1.77966796934887	2.01642296261817	10.569781539531
AK039697	NonCoding	3.28337223911568e-05	183	0.0387547649301144	-63.2304112044083	-56.6088694818102	1.1169700399109	2.22398157000005	0.03079651641703	4.23699240880315	4.69975621658265	5.36093612709826	15.7432629315168
AK039862	NonCoding	2.50501120180324e-07	135	0.0695159629248198	-87.9094083669627	-79.0874989357377	1.11154619313974	1.33656359597019	0.0453552022840597	1.78232595094362	1.96503046162098	2.30658660676125	5.01941004043966
AK039914	NonCoding	4.01743856505155e-05	213	0.102109300095877	-53.7709464269295	-47.9759550104204	1.12078949580577	3.30507532578142	0.105107146474579	1.94416955924642	2.18309020072104	2.58085184232868	8.27075565903841
AK040695	NonCoding	3.51291396194497e-07	147	0.124576271186441	-80.1587796539505	-71.9362235675921	1.11430341597835	0.677388043575384	0.0369060376555104	0.836799007079685	0.919143461229592	1.05538860780738	2.91613211969605
AK041029	NonCoding	5.88836625736722e-06	186	0.102253985706432	-62.3414372844299	-55.8251087560918	1.11672755635477	1.62377998615615	0.0619133059262349	2.05718722654885	2.28907450704975	2.61789028089284	6.70024054071586
AK041105	NonCoding	4.69278458581357e-06	150	0.0539956803455724	-78.5371390842224	-70.7554611217358	1.10997989185737	3.87317973392129	0.0942803737193886	2.72920876412005	2.97687847469157	3.53635385618487	8.24126422365692
AK041297	NonCoding	9.99999999473644e-08	93	0.0652173913043478	-130.824046785971	-117.797225606979	1.11058682504506	1.7797674715636	0.0871316328128027	1.6125249392856	2.04456067211632	2.43892467918338	8.63154990047814
AK041799	NonCoding	8.94746802920787e-05	207	0.0738231098430813	-56.7730516215063	-50.8263512848894	1.11700033912103	4.15246218027528	0.0967137211866768	2.42343445004857	2.68666651997984	3.15400900149721	7.25929521686571
AK042227	NonCoding	0.00742701203594398	312	0.218947368421053	-35.346747157082	-31.5020632391333	1.12204546377688	0.844473965143135	0.0415491021117025	1.69680599572054	1.88715682293926	2.11963121020279	5.1170001701199
AK042390	NonCoding	0.000211866773410785	213	0.157894736842105	-53.9614807624658	-48.3153269387593	1.1168605115901	1.17836993785316	0.0584164575901991	1.20468337673036	1.34525526209683	1.55386412021191	3.71571849095952
AK042797	NonCoding	0.000655830684308412	234	0.136204889406286	-48.6469750838546	-43.6084926948478	1.11553901723373	0.815843118754538	0.0323797244624946	1.73449706438484	2.0817390565741	2.5586887467886	7.71841610615907
AK043453	NonCoding	0.00162251985821227	234	0.0738170347003155	-48.6052939476741	-43.6366030512307	1.1138652083117	1.06115808226215	0.0224772410726066	3.13062973135937	3.50419726596015	4.2291630393951	12.709098237381
AK043655	NonCoding	3.93745975912907e-06	186	0.117572692793932	-62.0753005506893	-55.4470171275484	1.11954265110229	1.3578529852881	0.0560258700194262	1.38563835447787	1.61905668738849	1.90480605991976	4.09876353975062
AK043715	NonCoding	0.00181982105967116	264	0.142702702702703	-42.5865633984148	-37.9763224281753	1.1213977730192	2.64181996673836	0.0946802701292903	1.70103601703998	1.90464567422176	2.30442580854795	8.16666709106978
AK043785	NonCoding	5.05906092018726e-07	156	0.0824524312896406	-75.2391180993763	-67.4131511850408	1.11608961718544	1.1612783668196	0.0406337651333351	1.63247458485705	1.81035183180229	2.03469008878589	6.46931097078737
AK044373	NonCoding	3.79209445890982e-05	225	0.0974870017331022	-51.3493578397586	-45.759654819246	1.12215352241166	1.33691668329478	0.0381076216563372	1.99922727395371	2.27575507727828	2.66898335726307	8.55199904734453
AK044844	NonCoding	0.000164532665123285	219	0.153361344537815	-52.4035142309079	-46.8816581144519	1.1177828672991	1.35817028500766	0.063339703528047	1.35817028500766	1.52646094156798	1.89433240669685	4.70864135629618
AK045229	NonCoding	0.00390212201743123	267	0.098053617333823	-42.0891950463373	-37.5848810599897	1.11984377386104	2.64085348961704	0.0631171832809367	2.20513496900354	2.52561307846533	2.90765145942893	9.53824024311924
AK045243	NonCoding	0.00262975155909151	279	0.113001215066829	-40.3330998535659	-35.9451406342162	1.12207378082067	2.67676740454756	0.0704507334939622	2.06074002238538	2.36531358175347	2.74857771664051	13.5080712529073
AK045559	NonCoding	9.99999999473644e-08	99	0.0559006211180124	-122.410951788662	-110.297292678634	1.10982734766957	0.812727442652861	0.0313895871027401	1.9025383285844	2.17546319572396	2.53243250670851	6.21208088905445
AK046710	NonCoding	5.96579728318058e-06	171	0.0669014084507042	-67.9828697348934	-61.0416630140402	1.11371260837466	2.27000293783407	0.0595503113699709	2.59352015330563	3.00565203008942	3.51379969298094	10.9356343975468
AK046731	NonCoding	4.45352276545741e-06	168	0.103067484662577	-69.9145894441879	-62.8365781875617	1.11264157694104	1.38165883440308	0.0578934985809419	1.84375019593109	2.07849390521016	2.41388156382143	5.95564786322123
AK046917	NonCoding	3.26148792861858e-07	138	0.0579588408231835	-85.7664028492901	-77.1240301377529	1.11205810557489	3.49211462061683	0.0980821948775323	2.41306205614729	2.65571582181646	3.02689037033605	7.01002334604037
AK047329	NonCoding	5.66832686375029e-05	195	0.148741418764302	-60.2779229818842	-54.1203889558661	1.11377475559238	0.991818359999998	0.0498526615727196	1.2061076115282	1.39616521616952	1.69043050224527	8.21168717549402
AK047560	NonCoding	1.65346411611367e-05	192	0.0660247592847318	-60.0957340457274	-53.7945219625045	1.11713482810787	4.19359773320189	0.0990170122400291	3.08884208916862	3.51038267625017	4.24461369928515	11.2570831551499
AK047744	NonCoding	2.00599159274617e-05	180	0.135644310474755	-64.8114622993876	-58.1536171139284	1.11448720674444	1.48134056573186	0.073982738642716	1.20656958412804	1.34592630654461	1.55504504490057	3.56599578041353
AK047802	NonCoding	0.0177509214329213	390	0.236650485436893	-27.8136196786696	-24.5850294626697	1.13132342269112	2.14357275037247	0.0868717937548042	1.67809726719231	1.83891782289598	2.13215762097861	20.3764457544676
AK048192	NonCoding	7.10631890110669e-07	165	0.0708762886597938	-70.8609798961791	-63.4030750174644	1.11762686394407	3.00126345765633	0.0853581650772792	2.20535362580955	2.41455695143866	2.89731188980742	9.0298255132685
AK048391	NonCoding	1.27172171239254e-05	192	0.0995850622406639	-60.1503582083102	-53.851023066616	1.11697707458411	1.62613478926892	0.0562564430219305	1.82475766186797	2.18224403292869	2.40127368381087	12.728562541728
AK048510	NonCoding	2.06664979827131e-05	189	0.0889411764705882	-61.1686129837794	-54.8957238797867	1.11426917545945	1.29335865152726	0.0414479095589256	2.36426158667478	2.66984387523357	3.16579135666991	8.20669992115694
AK049451	NonCoding	0.0126188623487539	246	0.210076857386849	-47.6600734402824	-42.8388815225943	1.11254243216283	0.956061426416969	0.053069484237703	0.943262618600161	1.09181672404682	1.30844260807685	7.69908095269172
AK049757	NonCoding	3.41689482707963e-07	150	0.0633981403212172	-79.107551108355	-71.0747859135933	1.11301849300717	0.80645099317953	0.0236017684124518	2.69297793299897	3.07428084858683	3.5168854906225	12.7059080416432
AK049962	NonCoding	0.00396713201952725	279	0.1963406052076	-39.9821413693439	-35.6612360617187	1.12116532641065	0.929494334251451	0.0438796298144128	1.36089388279116	1.59743652205292	1.795057169747	4.49003758850005
AK050712	NonCoding	6.05302212186576e-06	186	0.0994120791020845	-62.3869022409367	-55.8469840489619	1.11710423227584	2.4741339894283	0.089261667374847	2.00503640216761	2.2148261609498	2.76826434394831	7.50528621905982
AK051340	NonCoding	0.000452766671220961	243	0.108627626285203	-46.6975809902711	-41.7359542766704	1.11888135301064	0.440436643652618	0.0129164700951722	1.97206623026993	2.32245340465143	2.73832826763543	10.1608641328153
AK051554	NonCoding	1.91131103721709e-07	141	0.0462295081967213	-83.9955037169138	-75.3776470195318	1.11432907550363	2.95768638330816	0.063325848993874	2.46466870582993	2.77458360623522	3.36512195007963	10.7037947651833
AK052078	NonCoding	0.0033833502724675	255	0.071830985915493	-45.5469934080317	-40.830092914051	1.11552509821396	7.98454560202187	0.149762396726761	3.37518573517107	3.74103167785959	4.32406189480468	29.0591662950624
AK052349	NonCoding	0.000429397845302937	237	0.0730804810360777	-47.7086448909192	-42.6289914914592	1.11915959589327	1.87106150211077	0.0378275457276097	2.74321149713894	3.09228012101018	3.69077389151877	12.0027229047537
AK053610	NonCoding	0.000760649610677455	264	0.0917303683113273	-42.5701669698708	-37.9536217141044	1.12163648809438	2.29771838072401	0.0529636833255374	2.51939200479344	2.83254008037858	3.25222452771342	20.6638305594193
AK053770	NonCoding	0.000485114785931162	249	0.0706182643221781	-45.6088815317457	-40.7105259978153	1.12032159776548	3.70707576775866	0.0708781486259586	3.76519069334092	4.23280171306873	4.99554950422934	30.0208789744705
AK076845	NonCoding	0.000795537391691581	222	0.402173913043478	-51.3063801504252	-46.060118416277	1.11390030930303	0.737187726038387	0.0908817602114569	0.599912827820959	0.644289292188175	0.723484569172054	1.65907250757211
AK076878	NonCoding	4.89964177008417e-07	147	0.141346153846154	-80.2384879945821	-72.1855797709446	1.11155840611367	1.72639306253977	0.116051024690586	1.27072728754585	1.32926754956784	1.62540192240003	5.45195878256778
AK078296	NonCoding	0.000142941130998442	219	0.0902348578491965	-52.0279363185138	-46.5905142117744	1.1167066343596	0.931755225391343	0.0259689454445553	2.54165921098406	2.84496184786959	3.27979430252553	8.55976941395436
AK078359	NonCoding	2.6924216334212e-07	153	0.13065755764304	-76.6625714685798	-68.7553613769501	1.11500499645807	0.605505079958462	0.0341922571776949	1.06411076314595	1.25812220786292	1.50774199569344	2.76218217955321
AK078978	NonCoding	0.00176054447367802	294	0.13225371120108	-37.7527736486032	-33.5173591478693	1.12636480344553	2.00385970287477	0.0598513432707264	2.00960297763267	2.23380578495739	2.62365063935165	7.66145671162158
AK078983	NonCoding	3.84166995958113e-05	204	0.270916334661355	-56.3578362924229	-50.5020278111809	1.11595194757597	0.951481895794263	0.0892625513227232	0.927682595907044	1.003844912217	1.13826723239949	2.44248564066308
AK079655	NonCoding	0.000107177670177538	186	0.120544394037589	-64.0838686636192	-57.6648515545001	1.11131593919135	1.28124630604902	0.0553561049096275	1.46175952311595	1.57399588893761	1.78988598222152	5.07199433835177
AK080153	NonCoding	3.25757505660329e-05	186	0.125506072874494	-62.3628047122546	-55.9331077865656	1.11495332871944	1.33615799495539	0.059809244345258	1.32478439133268	1.51957833781128	1.70824596702202	4.53870097794076
AK080436	NonCoding	2.48243073541765e-07	141	0.0827464788732394	-84.2478780137672	-75.7825321652027	1.11170576657574	0.824241276271281	0.032779567570131	1.83447056053841	2.04128462559063	2.34996536637931	6.03307935797544
AK080586	NonCoding	0.0092462045002828	306	0.100130890052356	-36.0440709360859	-32.163473413758	1.12065231489171	1.92000038278555	0.042288074701297	3.26777498475038	3.5830677276387	4.02323019410338	10.6041749847221
AK081070	NonCoding	6.16582858992132e-07	159	0.0455717970765262	-73.723150277574	-65.9526451904376	1.11781946068576	4.43479816001235	0.0830583499710824	3.11573719330617	3.51250782766661	4.03835175274449	9.09180650158834
AK081105	NonCoding	2.30722327145827e-05	213	0.0962059620596206	-53.7045358423157	-47.943057962289	1.12017334990518	0.822877655029808	0.0247990557053287	2.23828081901744	2.51109828231531	2.8696788541958	7.15755879988434
AK081403	NonCoding	0.00066129762942202	210	0.109034267912773	-55.0118218160081	-49.4660929810963	1.11211172139734	2.30134525374873	0.0815541333628602	2.06203815432035	2.30134525374873	2.65924536123483	7.21021196266039
AK082143	NonCoding	9.99999999473644e-08	96	0.0577617328519856	-126.676821391946	-114.109616048836	1.11013274584792	1.89638144847852	0.0776333379389456	1.74592255511433	2.04151908428379	2.37162548981308	10.7077545775171
AK083508	NonCoding	9.99999999473644e-08	135	0.291576673866091	-87.8026084784451	-78.8836691129294	1.11306445891541	0.712333321321473	0.110093926532712	0.600269288103183	0.658378496427324	0.712999348173063	1.47945699966211
AK084036	NonCoding	1.13753491748358e-06	156	0.0640394088669951	-75.238402065758	-67.5236789093449	1.11425211542118	2.37471115621849	0.0642513866047649	2.28133164645411	2.52694664487591	2.95629621136549	6.97472141602896
AK084095	NonCoding	5.28371304431285e-06	57	0.0709838107098381	-221.433747520181	-199.90634282118	1.10768745200975	0.707764082810915	0.0603075378179524	0.889867568163585	0.982629135638984	1.11680808886033	1.96627290599105
AK084115	NonCoding	6.88420392819244e-05	216	0.0748440748440748	-52.8488143141989	-47.2241608426393	1.11910541915826	2.30254100919635	0.0525947008752713	2.74694355016507	3.12566663974318	3.70368542942114	8.19179172680546
AK084189	NonCoding	0.00311001452773429	249	0.11395881006865	-45.4408736826729	-40.6330314424316	1.11832349370864	1.76690509478713	0.0525643404529246	1.71955435697699	1.92766907154315	2.28778205937839	5.63871215899363
AK084363	NonCoding	0.00312108220138596	279	0.0767749036873968	-40.0541936754036	-35.7423259888207	1.12063757932071	3.30071825258263	0.061464276296545	3.7963325146694	4.28867998486175	5.02312975761596	16.9819311252014
AK084753	NonCoding	9.99999999473644e-08	126	0.200317965023847	-94.9401156839451	-85.2140496038224	1.11413688382774	0.730918596912096	0.0777917191382015	0.649948683461826	0.754748100398322	0.956973845531549	1.95412140821433
AK084755	NonCoding	0.00421291465844931	291	0.150232318017553	-38.1987647382082	-33.9981452497699	1.12355437208642	1.20638084697345	0.0410870990923944	1.77427554398318	1.93720933529373	2.23268424954322	4.6796499686615
AK085609	NonCoding	3.52381110146904e-06	174	0.161111111111111	-66.8976023099924	-60.0235052190531	1.11452341988114	0.739008839027512	0.0469313548749083	1.15441959101939	1.29565157765012	1.51901555479032	3.7643139106878
AK085783	NonCoding	3.41862625735656e-05	198	0.0867659947414549	-58.2331514134144	-52.1538301890393	1.11656519190134	1.38242176140289	0.0403626114619229	2.18042067401144	2.47017224987207	2.79409382972877	7.49689102987969
AK085978	NonCoding	1.42040645689789e-07	138	0.156818181818182	-85.813187462697	-77.2528595596338	1.11080920436939	0.563501212847047	0.0428890184347015	0.882846419871301	0.968627782453555	1.13750833438043	3.06721716837872
AK086030	NonCoding	0.00301511730052151	258	0.228116710875332	-43.6736392546361	-39.0453824987217	1.11853531607908	1.46285784305329	0.0886349122251077	1.26663724801174	1.4233438222236	1.55504064466021	2.64147901499057
AK086690	NonCoding	2.1103722200988e-05	171	0.160412757973734	-67.9612959515103	-61.0502818675588	1.11320200124455	2.93388448507987	0.185888792621151	1.07798068820981	1.21349025621449	1.359181042203	3.56372691016683
AK087613	NonCoding	0.000289250356601323	213	0.0732966276668961	-53.6218687121374	-48.1078716486705	1.11461735625586	2.01952713757952	0.0465945593164133	2.97486087896659	3.32011542433011	3.73017530371034	9.92214774189987
AK089491	NonCoding	9.99999999473644e-08	129	0.1075	-92.0195742405443	-82.6128886236177	1.1138646254071	1.14665811124455	0.0657401512707848	1.30372005763441	1.43864584319973	1.5632919753963	5.36157917031438
AK089590	NonCoding	3.69407480236283e-05	216	0.281984334203655	-53.0312130885906	-47.3767064415094	1.11935204179003	0.768544168568956	0.0678272587110721	0.847698403325579	0.894200375987497	1.01380504556339	2.14176820138568
AK089614	NonCoding	0.000294090148666215	222	0.119290703922622	-52.5935443820716	-47.2141526734059	1.11393600020478	1.2501403007334	0.045623092426178	2.01150777493348	2.35683656810934	2.67795173596203	12.1042835237852
AK089617	NonCoding	0.000335436617382556	237	0.0948	-47.7275434546525	-42.5720144241005	1.12110136436563	3.85962775411011	0.101407937488171	2.2046448978953	2.53789307403157	2.90112445545658	7.77296000237756
AK089620	NonCoding	9.99999999473644e-08	105	0.0960658737419945	-114.789408839728	-103.26886441098	1.11155874032757	0.931082253064999	0.0588983267378084	1.2719500723152	1.37076015474281	1.72049007694898	3.87233510717553
AK089735	NonCoding	9.99999999473644e-08	141	0.121761658031088	-96.7745241387318	-87.2511442939734	1.10914905382411	0.823791747951848	0.0507186609775787	1.38580553269244	1.69018611053582	2.27383622302447	7.51582225000001
AK089776	NonCoding	8.2773279481696e-06	192	0.0632202831741851	-59.9144600254485	-53.5611860619441	1.11861712614349	1.61860215295603	0.036487001411138	3.13547655591803	3.5779241399565	4.2446471997477	12.0297710730913
AK089849	NonCoding	0.000115406563012233	216	0.0822857142857143	-52.8440239697385	-47.2486540100936	1.1184239017359	3.17292551626093	0.0795384422258611	2.38628018526043	2.60922862512152	3.18946943356228	10.2995854406902
AK089870	NonCoding	0.000684587152337546	231	0.0978813559322034	-49.2227304385187	-44.0917749173377	1.11636990188761	3.50061229079089	0.0994983466447941	2.44305266983318	2.77277268018753	3.16966159575359	8.35422041100531
AK090205	NonCoding	1.47563859972388e-05	198	0.0888689407540395	-58.295913915653	-52.1655546592706	1.11751737897592	1.2647327519815	0.0378464846307464	2.18425414050181	2.63342262280362	3.17403735334134	6.80610904158446
AK090293	NonCoding	0.000582877812974392	219	0.198910081743869	-51.7594956312825	-46.5013663229413	1.11307472713435	1.47973473	0.097187149269239	1.41116482077964	1.59535528827592	1.74070331366993	11.2270658014672
AK131756	NonCoding	0.00462352883487149	249	0.292253521126761	-45.589335674763	-40.8669887936399	1.11555406993574	1.13658965296026	0.0912339236059457	0.894710876493988	1.03550230597696	1.23794148663148	2.49975063566027
AK131878	NonCoding	1.13963004566564e-06	150	0.0645994832041344	-78.6252186947341	-70.6822547155972	1.11237564521812	2.98382736327282	0.0870227851657577	2.26874391163616	2.60584630196946	3.00696103065312	7.82532686214353
AK132507	NonCoding	0.091047372809213	375	0.126135216952573	-28.9056471918265	-25.7812599884278	1.12118830517985	1.96146025573781	0.0443523461736009	3.04338043683166	3.40037234852991	4.1578187317612	10.3390343740887
AK132620	NonCoding	2.49762832749134e-05	204	0.120425029515939	-56.2967228354908	-50.3899144545096	1.11722203629287	2.59564095259215	0.111279305692814	2.19940228627501	2.4107405452238	2.70476316650973	7.54594873798521
AK132818	NonCoding	0.154225857411014	333	0.265974440894569	-33.0034884542378	-29.4646907928236	1.12010299671212	1.15497272670336	0.0608129834773131	1.14989835937139	1.28089125683706	1.46897656334808	6.8401484073645
AK132844	NonCoding	4.53100905063453e-05	192	0.0869565217391304	-60.2334775170557	-54.1150477089595	1.11306337270554	1.51477274765711	0.0471682150461549	2.52048656774358	2.8103306955715	3.23352651417471	10.663957032693
AK133692	NonCoding	0.27366419631828	369	0.153239202657807	-29.7641702819134	-26.5507158494431	1.1210308019826	3.18487648753273	0.0865159871371847	2.11108788146877	2.29752369095221	2.78873011987568	7.30307476676332
AK133765	NonCoding	9.99999999473644e-08	141	0.229268292682927	-83.8880731450623	-75.3098959864513	1.11390504589402	0.4048042052174	0.0444489043068448	0.574380563713016	0.680248190488893	0.820471666045086	2.24969342219657
AK133808	NonCoding	9.99999999473644e-08	75	0.0809935205183585	-164.691734484867	-148.821985305735	1.10663578466938	1.37975492271499	0.103007012821194	1.07125348670118	1.21722983257616	1.32726961075732	2.58289985042816
AK134145	NonCoding	4.52136471040809e-07	147	0.0513986013986014	-80.161587557159	-71.9610941217562	1.11395732006976	4.84227018508941	0.115859136083576	2.98403022495099	3.40416713213017	4.04030599155266	12.8817024163702
AK135459	NonCoding	9.99999999473644e-08	135	0.120106761565836	-87.5800406317818	-78.521932843821	1.11535767727442	0.532300727497243	0.0307952599464515	0.864459059752611	1.00613688752362	1.11122676815184	3.20661221665445
AK135695	NonCoding	4.33693559992454e-05	189	0.117100371747212	-61.5830449020974	-55.2427068191412	1.11477240070284	2.5355177716723	0.10568248142429	1.62230914071566	1.81107523704037	2.10236829951667	5.08528714778785
AK135830	NonCoding	0.000100551289680229	195	0.115180153573538	-59.6383563822145	-53.4454289148903	1.11587384726926	7.42249023298573	0.301532963999959	1.9204677468879	2.05994102685688	2.27487761490535	7.42249023298573
AK136392	NonCoding	8.05852290348685e-05	198	0.0702127659574468	-58.036363126514	-52.106100682005	1.11381128825395	1.24957777	0.0301048268768414	3.02864881362345	3.4627717078854	3.92796302724187	11.4499049800671
AK136693	NonCoding	2.16863795199362e-06	159	0.074577861163227	-73.7556956290485	-66.2708370990767	1.1129434734434	2.51657856017104	0.0800511676615976	2.23577536614335	2.44999232092553	2.95956846021658	8.0253343189229
